song,album,year,bpm,duration,vocal,harmony,database_url,official_youtube,harmony_youtube,instruments,guitar1_youtube,guitar2_youtube,bass_youtube,instrumental_youtube,bass_tab,spotify,lyrics,lyrics_chord
"Komm, Gib Mir Deine Hand",Past Masters,1964,0.0,146782,John・Paul,,https://beatlesdata.info/15/08_kommgibmirdeinehand.html,6qAazPVLONM,,,,,,,,6oUjSwtifVaM8iIN01KVzC,"Oh, komm doch, komm zu mir<br>Du nimmst mir den Verstand<br>Oh, komm doch, komm zu mir<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br><br>Oh, du bist so schön<br>Schön wie ein Diamant<br>Ich will mit dir gehen<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br><br>In deinen Armen bin ich glücklich und froh<br>Das war noch nie bei einer Anderen<br>Einmal so<br>Einmal so<br>Einmal so<br><br>Oh, komm doch, komm zu mir<br>Du nimmst mir den Verstand<br>Oh, komm doch, komm zu mir<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br><br>In deinen Armen bin ich glücklich und froh<br>Das war noch nie bei einer Anderen<br>Einmal so<br>Einmal so<br>Einmal so<br><br>Oh, du bist so schön<br>Schön wie ein Diamant<br>Ich will mit dir gehen<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand<br>Komm, gib mir deine Hand",
Sie Liebt Dich,Past Masters,1964,0.0,139755,John・Paul,,https://beatlesdata.info/15/09_sielibetdich.html,YmjnK4zTBhM,,,,,,,https://www.songsterr.com/a/wsa/beatles-sie-liebt-dich-bass-tab-s426716,5rkgbGIOTBGlKTAawWb06X,"Sie liebt dich, yeh, yeh, yeh<br>Sie liebt dich, yeh, yeh, yeh<br>Sie liebt dich, yeh, yeh, yeh, yeah<br><br>Du glaubst sie liebt nur mich<br>Gestern had ich sie gesehen<br>Sie denkt ja nur an dich<br>Und du solltest zu ihr gehen<br>Oh, ja sie liebt dich<br>Schoner kann es garnicht sein<br>Ja, sie liebt dich<br>Und da solltest du dich freuen<br><br>Du hast ihr weh getan<br>Sie wusste nicht warum<br>Du warst nicht schuld daran<br>Und drehtest dich nicht um<br>Oh, ja sie liebt dich<br>Schoner kann es garnicht sein<br>Ja, sie liebt dich<br>Und da solltest du dich freuen, ooo<br><br>Sie liebt dich, yeh, yeh, yeh<br>Sie liebt dich, yeh, yeh, yeh<br>Denn mit dir allein<br>Kann sie nur glucklich sein<br><br>Du musst jetzt zu ihr gehen<br>Entschuldige dich bei ihr<br>Ja das wird sie verstehen<br>Und dann verzeit sie dir<br>Oh, ja sie liebt dich<br>Schoner kann es garnicht sein<br>Ja, sie liebt dich<br>Und da solltest du dich freuen, ooo<br><br>Sie liebt dich, yeh, yeh, yeh<br>Sie liebt dich, yeh, yeh, yeh<br>Denn mit dir allein<br>Kann sie nur glucklich sein<br><br>Denn mit dir allein<br>Kann sie nur glucklich sein<br><br>Denn mit dir allein<br>Kann sie nur glucklich sein<br>Sein<br><br>Yeh, yeh, yeh<br>Yeh, yeh, yeh, yeah",
Long Tall Sally,Past Masters,1965,172.0,123245,Paul,,https://beatlesdata.info/15/10_longtallsally.html,w-iA9-D_Mbw,vK97gJVinxg,325・Duo Jet・ヘフナー・ピアノ,,,5ykVPa3FwvA,gnRQwNMaGPI,https://www.songsterr.com/a/wsa/beatles-long-tall-sally-bass-tab-s26415,7ds98B8y5BQltzC60Gdkri,"I'm gonna tell Aunt Mary 'bout Uncle John<br>He said he had the misery but he got a lot of fun<br>Baby, yeah now baby<br>Woo baby, some fun tonight<br><br>I saw Uncle John with Long Tall Sally<br>He saw Aunt Mary coming and he ducked back in the alley<br>Oh, baby, yeah now baby<br>Woo baby, some fun tonight<br><br>Well Long Tall Sally's built pretty sweet<br>She got everything that Uncle John need<br>Baby, yeah now baby<br>Woo baby, some fun tonight<br><br>Well, we're gonna have some fun tonight<br>Have some fun tonight<br>Everything's all right<br>Have some fun tonight<br>Have some fun<br>Yeah, yeah, yeah,<br>We're gonna have some fun tonight<br>Have some fun tonight<br>Everything's all right<br>Have some fun tonight<br>Yeah, we'll have some fun<br>Some fun tonight",
I Call Your Name,Past Masters,1964,126.0,129097,John,,https://beatlesdata.info/15/11_icallyourname.html,r5mzQHQxoSg,,325・360-12・ヘフナー・カウベル,,,jxnXwiawGkg,i0trVfgTP94,https://www.songsterr.com/a/wsa/beatles-i-call-your-name-bass-tab-s22789,1QQSTB03vIsgjU67UnUPEL,I call your name but you're not there<br>Was I to blame for being unfair<br>Oh I can't sleep at night<br>Since you've been gone<br>I never weep at night<br>I can't go on<br><br>Don't you know I can't take it<br>I don't know who can<br>I'm not goin' to mayayake it<br>I'm not that kind of man<br><br>Oh I can't sleep at night<br>But just the same<br>I never weep at night<br>I call your name<br>Aww<br><br>Don't you know I can't take it<br>I don't know who can<br>I'm not goin' to mayayake it<br>I'm not that kind of man<br><br>Oh I can't sleep at night<br>But just the same<br>I never weep at night<br>I call your name<br>I call your name<br>I call your name<br>I call your name,
Slow Down,Past Masters,1964,168.0,176404,John,,https://beatlesdata.info/15/12_slowdown.html,HbsyDHxca7Y,A5YwrRREUAc,,,,8ByOLu7vBwo,325・6122・ヘフナー・ピアノ,https://www.songsterr.com/a/wsa/beatles-slowdown-bass-tab-s26420,2x7vw79tKsW99s8sbyuvPM,"Well, come on pretty baby, won't you walk with me?<br>Come on, pretty baby, won't you talk with me?<br>Come on pretty baby, give me one more chance<br>Try to save our romance!<br><br>Slow down, baby, now you're movin' way too fast<br>You gotta gimme little lovin', gimme little lovin'<br>Ow! If you want our love to last<br><br>Well, I used to walk you home, baby, after school<br>Carry your books home, too<br>But now you got a boyfriend down the street<br>Baby what you're tryin' to do?<br><br>You better slow down!<br>Baby, now you're movin' way too fast<br>You gotta gimme little lovin', gimme little lovin'<br>Bbbbb! If you want our love to last<br><br>Well you know that I love you, tell the world I do<br>Come on, pretty baby, why can't you be true?<br>I need your lovin' baby, oh so bad<br>The best little woman I ever had<br><br>Slow down, baby, now you're movin' way too fast<br>You gotta gimme little lovin', gimme little lovin'<br>Ow! If you want our love to last",
Matchbox,Past Masters,1964,160.0,119040,Ringo,,https://beatlesdata.info/15/13_matchbox.html,Brd2v1NcYWg,,325・6122・360-12・ヘフナー,,,eh5glyzV3hM,,https://www.songsterr.com/a/wsa/beatles-match-box-bass-tab-s61435,4jXXFZtmxoYU15WKTIiYrE,"I said I'm sitting here watching<br>Matchbox hole in my clothes<br>I said I'm sitting here wondering<br>Matchbox hole in my clothes<br>I ain't got no matches but I sure<br>Got a long way to go<br><br>I'm an ole poor boy, and I'm a<br>Long way from home<br>I'm an ole poor boy, and I'm a<br>Long way from home<br>I'll never be happy cause everything I've<br>Ever did was wrong<br><br>Well, if you don't want my peaches honey<br>Please don't shake my tree<br>Well, if you don't want my peaches honey<br>Please don't mess around my tree<br>I got news for you baby<br>Leave me here in misery<br><br>Well, let me be your little dog<br>Till your big dog comes<br>Well, let me be your little dog<br>Till your big dog comes<br>And when your big dog gets here<br>Watch how your puppy dog runs<br><br>I said I'm sitting here watching<br>Matchbox hole in my clothes<br>I said I'm sitting here watching<br>Matchbox hole in my clothes<br>I ain't got no matches but I sure<br>Got a long way to go",
I Feel Fine,Past Masters,1964,178.0,139885,John,Paul・George,https://beatlesdata.info/15/14_ifeelfine.html,px-TM6QNhFk,yKgjgHMBkog,J-160E・6119・ヘフナー,QdlBjig1WbY,,BTXWxO2zlyI,Tkugg_tWV0Q,https://www.songsterr.com/a/wsa/beatles-i-feel-fine-bass-tab-s2822,1Q7gCIpOjIIU0bUKcGzrG4,"Baby's good to me, you know<br>She's happy as can be, you know<br>She said so<br>I'm in love with her and I feel fine<br><br>Baby says she's mine, you know<br>She tells me all the time, you know<br>She said so<br>I'm in love with her and I feel fine<br><br>I'm so glad that she's my little girl<br>She's so glad, she's telling all the world<br><br>That her baby buys her things, you know<br>He buys her diamond rings, you know<br>She said so<br>She's in love with me and I feel fine, mmm<br><br>Baby says she's mine, you know<br>She tells me all the time, you know<br>She said so<br>I'm in love with her and I feel fine<br><br>I'm so glad that she's my little girl<br>She's so glad, she's telling all the world<br><br>That her baby buys her things, you know<br>He buys her diamond rings, you know<br>She said so<br>She's in love with me and I feel fine<br>She's in love with me and I feel fine, mmm, mmm",
She's A Woman,Past Masters,1964,178.0,183510,Paul,,https://beatlesdata.info/15/15_shesawoman.html,lQomFaLyQ5I,Z4qIxAf_V-I,325・6119・ヘフナー,QrjiF4LJUv0,,b5fU-ksRlwQ,75CQTx74R_8,https://www.songsterr.com/a/wsa/beatles-shes-a-woman-bass-tab-s2491,6vsb1bU8oW7iqtjH2GeEaS,"My love don't give me presents<br>I know that she's no peasant<br>Only ever has to give me<br>Love forever and forever<br>My love don't give me presents<br>Turn me on when I get lonely<br>People tell me that she's only<br>Fooling, I know she isn't<br><br>She don't give the boys the eye<br>She hates to see me cry<br>She is happy just to hear me say<br>That I will never leave her<br>She don't give the boys the eye<br>She will never make me jealous<br>Gives me all her time as well as<br>Loving, don't ask me why<br><br>She's a woman who understands<br>She's a woman who loves her man<br><br>My love don't give me presents<br>I know that she's no peasant<br>Only ever has to give me love<br>Forever and forever<br>My love don't give me presents<br>Turn me on when I get lonely<br>People tell me that she's only<br>Fooling, I know she isn't<br><br>She's a woman who understands<br>She's a woman who loves her man<br><br>My love don't give me presents<br>I know that she's no peasant<br>Only ever has to give me<br>Love forever and forever<br>My love don't give me presents<br>Turn me on when I get lonely<br>People tell me that she's only<br>Fooling, I know she isn't<br><br>She's a woman, she's a woman<br>She's a woman, she's a woman",
Bad Boy,Past Masters,1965,140.0,140564,John,,https://beatlesdata.info/15/16_badboy.html,u8hOfWs2Xmw,s9TX2C_e_TA,,,,oqBwbmWZml4,,https://www.songsterr.com/a/wsa/beatles-bad-boy-bass-tab-s22725,7iTjGs5z7opNGCXyurs0Q7,"A bad little kid moved into my neighborhood<br>He won't do nothing right just sitting down and looks so good<br>He don't want to go to school and learn to read and write<br>Just sits around the house and plays the rock and roll music all night<br>Well, he put some tacks on teachers chair<br>Puts chewing gum in little girl's hair<br>Hey, junior, behave yourself<br><br>Buys every rock and roll book on the magazine stand<br>Every dime that he get is lost to the jukebox man<br>Well he worries his teacher till at night she's ready to poop<br>From rocking and a-rolling spinning in a hula hoop<br>Well this rock and roll has got to stop<br>Junior's head is hard as rock<br>Now, junior, behave yourself<br><br>Going tell your mama you better do what she said<br>Get to the barber shop and get that hair cut off your head<br>Threw the canary and you fed it to the neighbors cat<br>You gave the cocker spaniel a bath in mother's laundramat<br>Well, mama's head has got to stop<br>Junior's head is hard as rock<br>Now, junior, behave yourself",
Yes It Is,Past Masters,1965,132.0,162768,John,Paul・George,https://beatlesdata.info/15/17_yesitis.html,acWj7M0-9r,IN6aHk7n-54,クラギ・6122・ヘフナー,,,rY4xV4bB8D4,ANZrEodLNwU,https://www.songsterr.com/a/wsa/beatles-yes-it-is-bass-tab-s26451,2rQvZscmpb6a7ejDiKprcL,"If you wear red tonight<br>Remember what I said tonight<br>For red is the color that my baby wore<br>And what's more it's true<br>Yes, it is<br><br>Scarlet were the clothes she wore<br>Everybody knows I'm sure<br>I would remember all the things we planned<br>Understand, it's true<br>Yes, it is, it's true<br>Yes, it is<br><br>I could be happy with you by my side<br>If I could forget her, but it's my pride<br>Yes, it is, yes, it is<br>Oh, yes it is, yeah<br><br>Please don't wear red tonight<br>This is what I said tonight<br>For red is the color that will make me blue<br>In spite of you, it's true<br>Yes, it is, it's true<br>Yes, it is<br><br>I could be happy with you by my side<br>If I could forget her, but it's my pride<br>Yes, it is, yes, it is<br>Oh, yes, it is, yeah<br><br>Please don't wear red tonight<br>This is what I said tonight<br>For red is the color that will make me blue<br>In spite of you, it's true<br>Yes, it is, it's true<br>Yes, it is, it's true",
I'm Down,Past Masters,1965,90.0,151954,Paul,John・George,https://beatlesdata.info/15/18_imdown.html,lOWrScjXMRE,vBzRg5CSEzE,,,,ra2YQRqgA1E,,https://www.songsterr.com/a/wsa/beatles-im-down-bass-tab-s26448,5ovYFa8Em47SgPmhBlZb5N,"You telling lies thinking I can\'t see<br>You don\'t cry cos you\'re laughing at me<br>I\'m down (I\'m really down)<br>I\'m down (Down on the ground)<br>I\'m down (I\'m really down)<br>How can you laugh when you know I\'m down<br>(How can you laugh) When you know I\'m down<br><br>Man buys ring woman throws it away<br>Same old thing happens everyday<br>I\'m down (I\'m really down)<br>I\'m down (Down on the ground)<br>I\'m down (I\'m really down)<br>How can you laugh when you know I\'m down<br>(How can you laugh) When you know I\'m down<br><br>We\'re all alone and there\'s nobody else<br>You still moan, ""Keep your hands to yourself!""<br>I\'m down (I\'m really down)<br>Oh baby I\'m down (Down on the ground)<br>I\'m down (I\'m really down)<br>How can you laugh when you know I\'m down<br>(How can you laugh) When you know I\'m down.<br>Waaaao! Baby I\'m down<br><br>Oh baby you know I\'m down (I\'m really down)<br>Oh yes I\'m down (I\'m really down)<br>I\'m down on the ground (I\'m really down)<br>Ahhhh! Down (I\'m really down)<br>Oh baby I\'m upside down, a yea yea yea yea yea<br>I\'m down (I\'m really down)<br>Oh baby I\'m down (I\'m really down)<br>I\'m feeling upside down (I\'m really down)<br>Ooo! I\'m down (I\'m really down)<br>Baby I\'m down yea<br>Oh baby I\'m down yea<br>Baby I\'m down (I\'m really down)<br>Well baby I\'m down (I\'m really down)<br>Well baby baby baby (I\'m really down)<br>Oh baby I\'m down<br>I\'m down, down, down",
Day Tripper,Past Masters,1965,137.0,169482,Paul・John,George,https://beatlesdata.info/16/01_daytripper.html,WzjLln_aI2U,1PL_VttcEo0,J-160E・6119・6122・ ヘフナー・タンバリン,,,M7Xd4-SypGk,WIo8Qtn7aQM,https://www.songsterr.com/a/wsa/beatles-day-tripper-bass-tab-s354,7qbRP2jO0Sq3kTYdEW1v00,"Got a good reason for taking the easy way out<br>Got a good reason for taking the easy way out now<br>She was a day tripper, one way ticket yeah<br>It took me so long to find out, and I found out<br><br>She's a big teaser, she took me half the way there<br>She's a big teaser, she took me half the way there now<br>She was a day tripper, one way ticket yeah<br>It took me so long to find out, and I found out<br><br>Tried to please her, she only played one night stands<br>Tried to please her, she only played one night stands now<br>She was a day tripper, Sunday driver yeah<br>It took me so long to find out, and I found out<br><br>Day tripper<br>Day tripper yeah<br>Day tripper<br>Day tripper yeah<br>Day tripper",
We Can Work It Out,Past Masters,1965,106.0,135575,Paul,John,https://beatlesdata.info/16/02_wecanworkitout.html,sCfqsM_XAcc,ufbXcCAc22M,J-160E・ヘフナー・タンバリン、ハーモニウム,,,FhM0qubH92E,ikhERc0bOgA,https://www.songsterr.com/a/wsa/beatles-we-can-work-it-out-bass-tab-s26386,7tBAxQ6hD4mhr1sYQhwWDP,"Try to see it my way<br>Do I have to keep on talking till I can't go on?<br>While you see it your way<br>Run the risk of knowing that our love may soon be gone<br><br>We can work it out<br>We can work it out<br><br>Think of what you're saying<br>You can get it wrong and still you think that it's alright<br>Think of what I'm saying<br>We can work it out and get it straight, or say goodnight<br><br>We can work it out<br>We can work it out<br><br>Life is very short, and there's no time<br>For fussing and fighting, my friend<br>I have always thought that it's a crime<br>So I will ask you once again<br><br>Try to see it my way<br>Only time will tell if I am right or I am wrong<br>While you see it your way,<br>There's a chance that we might fall apart before too long<br><br>We can work it out<br>We can work it out<br><br>Life is very short, and there's no time<br>For fussing and fighting, my friend<br>I have always thought that it's a crime<br>So I will ask you once again<br><br>Try to see it my way<br>Only time will tell if I am right or I am wrong<br>While you see it your way<br>There's a chance that we might fall apart before too long<br><br>We can work it out<br>We can work it out",
